time,user_id,channel_capacity,allocated_bitrate,enforced_bitrate,allocated_resources,max_rate,min_rate,tokens,bucket_capacity,was_throttled
133,4,4710.55,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
133,5,1461.54,4000,4000,42,6000.0,4000,20000000.0,24000000.0,0
133,6,8549.29,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
133,7,4142.21,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
134,0,8733.52,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
134,1,4659.01,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
134,2,2467.04,4000,4000,25,6000.0,4000,20000000.0,24000000.0,0
134,3,12000.0,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
134,4,4806.04,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
134,5,1526.05,4000,4000,40,6000.0,4000,20000000.0,24000000.0,0
134,6,8806.86,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
134,7,4201.91,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
135,0,8668.76,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
135,1,4609.92,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
135,2,2456.3,4000,4000,25,6000.0,4000,20000000.0,24000000.0,0
135,3,11990.69,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
135,4,4987.95,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
135,5,1533.84,4000,4000,40,6000.0,4000,20000000.0,24000000.0,0
135,6,8990.02,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
135,7,4181.73,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
136,0,8688.42,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
136,1,4110.37,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
136,2,2593.75,4000,4000,24,6000.0,4000,20000000.0,24000000.0,0
136,3,12000.0,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
136,4,5237.45,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
136,5,1099.4,2000,2000,28,3000.0,2000,10000000.0,12000000.0,0
136,6,9512.11,8000,8000,9,9600.0,8000,21600000.0,38400000.0,0
136,7,4146.83,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
137,0,8965.47,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
137,1,3850.4,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
137,2,2685.66,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
137,3,11736.65,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
137,4,5081.51,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
137,5,1386.51,2000,2000,22,3000.0,2000,10000000.0,12000000.0,0
137,6,9464.44,8000,8000,9,9600.0,8000,23200000.0,38400000.0,0
137,7,4201.19,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
138,0,9182.98,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
138,1,3974.32,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
138,2,2708.23,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
138,3,11827.89,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
138,4,5682.36,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
138,5,1377.86,2000,2000,22,3000.0,2000,10000000.0,12000000.0,0
138,6,9514.72,8000,8000,9,9600.0,8000,24800000.0,38400000.0,0
138,7,4463.86,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
139,0,9459.36,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
139,1,4271.08,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
139,2,2804.04,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
139,3,11542.14,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
139,4,6000.0,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
139,5,1205.91,2000,2000,25,3000.0,2000,10000000.0,12000000.0,0
139,6,9590.38,8000,8000,9,9600.0,8000,26400000.0,38400000.0,0
139,7,4275.29,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
140,0,9443.33,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
140,1,4353.27,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
140,2,2852.24,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
140,3,11647.62,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
140,4,6000.0,2000,2000,4,3000.0,2000,10000000.0,12000000.0,0
140,5,1273.94,2000,2000,24,3000.0,2000,10000000.0,12000000.0,0
140,6,9529.34,8000,8000,9,9600.0,8000,28000000.0,38400000.0,0
140,7,4516.31,4000,4000,9,6000.0,4000,14000000.0,24000000.0,0
141,0,9740.7,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
141,1,4046.36,4000,4000,10,6000.0,4000,14000000.0,24000000.0,0
141,2,2941.85,4000,4000,21,6000.0,4000,20000000.0,24000000.0,0
141,3,11822.91,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
141,4,5925.61,4000,4000,7,6000.0,4000,14000000.0,24000000.0,0
141,5,1480.3,2000,2000,21,3000.0,2000,10000000.0,12000000.0,0
141,6,9491.82,8000,8000,9,9600.0,8000,29600000.0,38400000.0,0
141,7,4547.7,4000,4000,9,6000.0,4000,16000000.0,24000000.0,0
142,0,9697.43,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
142,1,4050.26,4000,4000,10,6000.0,4000,16000000.0,24000000.0,0
142,2,2777.41,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
142,3,11462.9,8000,8000,7,9600.0,8000,21600000.0,38400000.0,0
142,4,6000.0,4000,4000,7,6000.0,4000,16000000.0,24000000.0,0
142,5,1353.25,2000,2000,23,3000.0,2000,10000000.0,12000000.0,0
142,6,9243.98,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
142,7,4009.35,4000,4000,10,6000.0,4000,18000000.0,24000000.0,0
143,0,9537.69,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
143,1,3719.49,4000,4000,17,6000.0,4000,18000000.0,24000000.0,0
143,2,3000.0,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
143,3,11715.35,8000,8000,7,9600.0,8000,23200000.0,38400000.0,0
143,4,5827.96,4000,4000,7,6000.0,4000,18000000.0,24000000.0,0
143,5,1691.12,2000,2000,18,3000.0,2000,10000000.0,12000000.0,0
143,6,9489.42,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
143,7,3928.15,4000,4000,16,6000.0,4000,20000000.0,24000000.0,0
144,0,8912.84,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
144,1,4292.22,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
144,2,2791.56,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
144,3,11304.0,8000,8000,8,9600.0,8000,24800000.0,38400000.0,0
144,4,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
144,5,2057.08,2000,2000,10,3000.0,2000,10000000.0,12000000.0,0
144,6,9835.49,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
144,7,4069.12,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
145,0,9061.53,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
145,1,4505.58,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
145,2,2905.4,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
145,3,11374.3,8000,8000,8,9600.0,8000,26400000.0,38400000.0,0
145,4,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
145,5,2047.69,2000,2000,10,3000.0,2000,10000000.0,12000000.0,0
145,6,9646.99,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
145,7,3998.96,4000,4000,16,6000.0,4000,20000000.0,24000000.0,0
146,0,8638.29,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
146,1,4480.99,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
146,2,2757.11,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
146,3,11098.4,8000,8000,8,9600.0,8000,28000000.0,38400000.0,0
146,4,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
146,5,2256.49,4000,4000,27,6000.0,4000,14000000.0,24000000.0,0
146,6,9876.57,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
146,7,3606.33,4000,4000,17,6000.0,4000,20000000.0,24000000.0,0
147,0,8390.88,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
147,1,4716.18,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
147,2,2609.74,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
147,3,11042.24,8000,8000,8,9600.0,8000,29600000.0,38400000.0,0
147,4,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
147,5,2111.24,4000,4000,29,6000.0,4000,16000000.0,24000000.0,0
147,6,9902.92,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
147,7,3272.82,4000,4000,19,6000.0,4000,20000000.0,24000000.0,0
148,0,8240.54,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
148,1,4796.13,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
148,2,2370.79,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
148,3,11152.36,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
148,4,5995.09,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
148,5,2194.11,4000,4000,28,6000.0,4000,18000000.0,24000000.0,0
148,6,9958.9,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
148,7,3613.86,4000,4000,17,6000.0,4000,20000000.0,24000000.0,0
149,0,8271.84,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
149,1,4688.78,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
149,2,2389.14,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
149,3,11288.19,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
149,4,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
149,5,2200.2,4000,4000,28,6000.0,4000,20000000.0,24000000.0,0
149,6,9783.4,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
149,7,3448.13,4000,4000,18,6000.0,4000,20000000.0,24000000.0,0
150,0,7921.19,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
150,1,5126.17,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
150,2,2202.56,2000,2000,10,3000.0,2000,10000000.0,12000000.0,0
150,3,11114.96,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
150,4,5820.4,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
150,5,2334.44,4000,4000,26,6000.0,4000,20000000.0,24000000.0,0
150,6,9709.66,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
150,7,3760.07,4000,4000,16,6000.0,4000,20000000.0,24000000.0,0
151,0,7752.82,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
151,1,5195.92,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
151,2,2077.26,2000,2000,10,3000.0,2000,10000000.0,12000000.0,0
151,3,11651.25,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
151,4,5523.5,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
151,5,2380.92,4000,4000,26,6000.0,4000,20000000.0,24000000.0,0
151,6,9868.1,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
151,7,3863.52,4000,4000,16,6000.0,4000,20000000.0,24000000.0,0
152,0,7706.5,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
152,1,5163.47,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
152,2,2083.83,2000,2000,10,3000.0,2000,10000000.0,12000000.0,0
152,3,11614.5,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
152,4,5764.47,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
152,5,2712.49,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
152,6,9728.73,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
152,7,3521.07,4000,4000,18,6000.0,4000,20000000.0,24000000.0,0
153,0,7684.43,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
153,1,5808.39,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
153,2,1963.28,2000,2000,16,3000.0,2000,10000000.0,12000000.0,0
153,3,12000.0,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
153,4,6000.0,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
153,5,2629.46,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
153,6,9870.98,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
153,7,3928.17,4000,4000,16,6000.0,4000,20000000.0,24000000.0,0
154,0,7589.65,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
154,1,5757.5,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
154,2,1876.02,2000,2000,16,3000.0,2000,10000000.0,12000000.0,0
154,3,11746.31,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
154,4,5837.68,4000,4000,7,6000.0,4000,20000000.0,24000000.0,0
154,5,2445.86,4000,4000,25,6000.0,4000,20000000.0,24000000.0,0
154,6,9879.5,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
154,7,3735.67,4000,4000,17,6000.0,4000,20000000.0,24000000.0,0
155,0,7648.09,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
155,1,5368.52,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
155,2,1925.66,2000,2000,16,3000.0,2000,10000000.0,12000000.0,0
155,3,11954.69,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
155,4,5339.25,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
155,5,2501.97,4000,4000,24,6000.0,4000,20000000.0,24000000.0,0
155,6,10186.42,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
155,7,3433.26,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
156,0,8066.23,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
156,1,5473.28,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
156,2,1819.9,4000,4000,33,6000.0,4000,14000000.0,24000000.0,0
156,3,11940.75,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
156,4,5478.83,8000,8000,22,9600.0,8000,21600000.0,38400000.0,0
156,5,2513.37,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
156,6,10321.1,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
156,7,3203.1,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
157,0,8108.57,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
157,1,5119.85,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
157,2,1803.22,4000,4000,34,6000.0,4000,16000000.0,24000000.0,0
157,3,11714.77,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
157,4,5294.95,8000,8000,23,9600.0,8000,23200000.0,38400000.0,0
157,5,2698.79,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
157,6,10593.93,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
157,7,3355.38,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
158,0,7835.5,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
158,1,5040.75,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
158,2,1985.19,4000,4000,31,6000.0,4000,18000000.0,24000000.0,0
158,3,11750.2,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
158,4,5874.78,8000,8000,21,9600.0,8000,24800000.0,38400000.0,0
158,5,2757.79,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
158,6,10641.94,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
158,7,3278.1,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
159,0,7868.88,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
159,1,5002.63,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
159,2,2091.4,4000,4000,29,6000.0,4000,20000000.0,24000000.0,0
159,3,11989.38,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
159,4,5678.28,8000,8000,22,9600.0,8000,26400000.0,38400000.0,0
159,5,2558.1,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
159,6,10182.89,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
159,7,3405.1,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
160,0,7593.04,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
160,1,4464.41,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
160,2,2149.69,4000,4000,28,6000.0,4000,20000000.0,24000000.0,0
160,3,12000.0,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
160,4,5676.76,8000,8000,22,9600.0,8000,28000000.0,38400000.0,0
160,5,2683.87,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
160,6,10203.35,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
160,7,3380.38,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
161,0,7822.81,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
161,1,4391.84,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
161,2,2189.8,4000,4000,28,6000.0,4000,20000000.0,24000000.0,0
161,3,12000.0,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
161,4,5509.74,8000,8000,22,9600.0,8000,29600000.0,38400000.0,0
161,5,2832.68,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
161,6,10159.61,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
161,7,3191.44,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
162,0,7956.94,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
162,1,4167.22,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
162,2,2194.02,4000,4000,28,6000.0,4000,20000000.0,24000000.0,0
162,3,11997.72,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
162,4,5781.21,8000,8000,21,9600.0,8000,30400000.0,38400000.0,0
162,5,2903.88,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
162,6,10153.35,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
162,7,3395.88,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
163,0,8304.49,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
163,1,4306.67,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
163,2,2195.58,4000,4000,28,6000.0,4000,20000000.0,24000000.0,0
163,3,11669.76,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
163,4,5514.94,8000,8000,22,9600.0,8000,30400000.0,38400000.0,0
163,5,2858.1,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
163,6,10000.98,8000,8000,8,9600.0,8000,21600000.0,38400000.0,0
163,7,3349.14,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
164,0,8318.65,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
164,1,4439.1,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
164,2,2185.0,4000,4000,28,6000.0,4000,20000000.0,24000000.0,0
164,3,11791.39,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
164,4,5531.05,8000,8000,22,9600.0,8000,30400000.0,38400000.0,0
164,5,2561.78,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
164,6,9766.14,8000,8000,9,9600.0,8000,23200000.0,38400000.0,0
164,7,3313.12,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
165,0,8016.23,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
165,1,4589.08,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
165,2,2414.61,4000,4000,25,6000.0,4000,20000000.0,24000000.0,0
165,3,12000.0,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
165,4,5477.69,8000,8000,22,9600.0,8000,30400000.0,38400000.0,0
165,5,2785.39,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
165,6,9803.31,8000,8000,9,9600.0,8000,24800000.0,38400000.0,0
165,7,3228.85,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
166,0,7862.88,8000,8000,16,9600.0,8000,30400000.0,38400000.0,0
166,1,4513.46,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
166,2,2356.39,4000,4000,26,6000.0,4000,20000000.0,24000000.0,0
166,3,12000.0,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
166,4,5517.84,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
166,5,2785.85,4000,4000,22,6000.0,4000,14000000.0,24000000.0,0
166,6,9912.54,8000,8000,9,9600.0,8000,26400000.0,38400000.0,0
166,7,3526.51,2000,2000,6,3000.0,2000,10000000.0,12000000.0,0
167,0,8100.27,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
167,1,4142.24,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
167,2,1973.3,2000,2000,16,3000.0,2000,10000000.0,12000000.0,0
167,3,12000.0,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
167,4,5176.12,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
167,5,2752.13,4000,4000,22,6000.0,4000,16000000.0,24000000.0,0
167,6,9620.02,8000,8000,9,9600.0,8000,28000000.0,38400000.0,0
167,7,3076.01,4000,4000,20,6000.0,4000,14000000.0,24000000.0,0
168,0,8235.63,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
168,1,4332.03,4000,4000,10,6000.0,4000,20000000.0,24000000.0,0
168,2,1886.82,2000,2000,16,3000.0,2000,10000000.0,12000000.0,0
168,3,11352.24,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
168,4,5039.56,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
168,5,2810.9,4000,4000,22,6000.0,4000,18000000.0,24000000.0,0
168,6,9250.29,8000,8000,9,9600.0,8000,29600000.0,38400000.0,0
168,7,3121.85,4000,4000,20,6000.0,4000,16000000.0,24000000.0,0
169,0,8231.8,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
169,1,4476.85,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
169,2,1904.76,2000,2000,16,3000.0,2000,10000000.0,12000000.0,0
169,3,11108.97,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
169,4,5338.7,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
169,5,2787.12,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
169,6,9243.46,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
169,7,2888.53,4000,4000,21,6000.0,4000,18000000.0,24000000.0,0
170,0,8120.98,8000,8000,10,9600.0,8000,30400000.0,38400000.0,0
170,1,4255.65,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
170,2,1878.82,2000,2000,16,3000.0,2000,10000000.0,12000000.0,0
170,3,11536.9,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
170,4,4995.72,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
170,5,2545.09,4000,4000,24,6000.0,4000,20000000.0,24000000.0,0
170,6,9611.25,8000,8000,9,9600.0,8000,30400000.0,38400000.0,0
170,7,2836.2,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
171,0,7953.71,4000,4000,6,6000.0,4000,20000000.0,24000000.0,0
171,1,4515.63,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
171,2,1787.98,2000,2000,17,3000.0,2000,10000000.0,12000000.0,0
171,3,11993.4,8000,8000,7,9600.0,8000,21600000.0,38400000.0,0
171,4,5165.21,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
171,5,2471.9,4000,4000,25,6000.0,4000,20000000.0,24000000.0,0
171,6,10150.58,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
171,7,2684.78,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
172,0,8139.24,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
172,1,4590.45,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
172,2,1983.24,2000,2000,16,3000.0,2000,10000000.0,12000000.0,0
172,3,12000.0,8000,8000,7,9600.0,8000,23200000.0,38400000.0,0
172,4,5173.21,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
172,5,2358.89,4000,4000,26,6000.0,4000,20000000.0,24000000.0,0
172,6,10265.57,8000,8000,8,9600.0,8000,30400000.0,38400000.0,0
172,7,2515.35,4000,4000,24,6000.0,4000,20000000.0,24000000.0,0
173,0,8642.59,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
173,1,4624.58,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
173,2,1928.44,2000,2000,16,3000.0,2000,10000000.0,12000000.0,0
173,3,12000.0,8000,8000,7,9600.0,8000,24800000.0,38400000.0,0
173,4,4836.43,4000,4000,9,6000.0,4000,20000000.0,24000000.0,0
173,5,2213.15,4000,4000,28,6000.0,4000,20000000.0,24000000.0,0
173,6,10565.68,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
173,7,2351.12,4000,4000,26,6000.0,4000,20000000.0,24000000.0,0
174,0,8380.86,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
174,1,4758.75,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
174,2,2106.3,2000,2000,10,3000.0,2000,10000000.0,12000000.0,0
174,3,12000.0,8000,8000,7,9600.0,8000,26400000.0,38400000.0,0
174,4,5085.44,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
174,5,2099.63,4000,4000,29,6000.0,4000,20000000.0,24000000.0,0
174,6,10210.22,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
174,7,2726.46,4000,4000,23,6000.0,4000,20000000.0,24000000.0,0
175,0,8300.19,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
175,1,4696.04,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
175,2,2305.52,2000,2000,9,3000.0,2000,10000000.0,12000000.0,0
175,3,12000.0,8000,8000,7,9600.0,8000,28000000.0,38400000.0,0
175,4,5199.41,4000,4000,8,6000.0,4000,20000000.0,24000000.0,0
175,5,2424.38,4000,4000,25,6000.0,4000,20000000.0,24000000.0,0
175,6,10049.35,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
175,7,2958.42,4000,4000,21,6000.0,4000,20000000.0,24000000.0,0
176,0,8314.44,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
176,1,4763.19,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
176,2,2534.79,2000,2000,8,3000.0,2000,10000000.0,12000000.0,0
176,3,12000.0,8000,8000,7,9600.0,8000,29600000.0,38400000.0,0
176,4,5333.98,8000,8000,23,9600.0,8000,21600000.0,38400000.0,0
176,5,2585.25,4000,4000,24,6000.0,4000,20000000.0,24000000.0,0
176,6,9958.11,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
176,7,2748.61,4000,4000,22,6000.0,4000,20000000.0,24000000.0,0
177,0,8053.24,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
177,1,4271.6,2000,2000,5,3000.0,2000,10000000.0,12000000.0,0
177,2,2843.23,4000,4000,22,6000.0,4000,14000000.0,24000000.0,0
177,3,11724.2,8000,8000,7,9600.0,8000,30400000.0,38400000.0,0
177,4,5278.67,8000,8000,23,9600.0,8000,23200000.0,38400000.0,0
177,5,2543.73,4000,4000,24,6000.0,4000,20000000.0,24000000.0,0
177,6,10034.96,4000,4000,4,6000.0,4000,20000000.0,24000000.0,0
177,7,2952.55,2000,2000,7,3000.0,2000,10000000.0,12000000.0,0
178,0,8268.36,4000,4000,5,6000.0,4000,20000000.0,24000000.0,0
